sample_type,province,location,season,lon,lat,antibiotic,median_concentration,concentration_unit,sample_year,reference_number
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Ciprofloxacin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Clarithromycin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Erythromycin-H2O,0.04,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Flumequine,0.03,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Isochlortetracycline,0.02,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Norfloxacin,2.2,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Ofloxacin,0.4,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Oxytetracycline,1.1,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Roxithromycin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Tetracycline,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing Bay,NA,111.81,21.578889,Trimethoprim,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing island Economic Development Pilot Zone,1,111.9,21.62,Ciprofloxacin,1.5133333333333334,ng/g,2008,161
sediment,Guangdong,Guangdong Yangjiang Jiangcheng district Hailing island Economic Development Pilot Zone,1,111.9,21.62,Norfloxacin,3.533333333333333,ng/g,2008,161
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Chloramphenicol,0.2,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Ciprofloxacin,54.25,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Enrofloxacin,0.55,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Florfenicol,42.6,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Norfloxacin,13,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Ofloxacin,1,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Oxytetracycline,13.6,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Roxithromycin,7.65,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Sulfadiazine,19.4,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Sulfadimidine,5.65,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Sulfamethoxazole,28.15,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,12,110.359377,21.270707,Tetracycline,5.75,ng/g,2017,69
sediment,Guangdong,Guangdong Zhanjiang,9,110.359377,21.270707,Ciprofloxacin,59.3,ng/g,2015,124
sediment,Guangdong,Guangdong Zhanjiang,9,110.359377,21.270707,Enrofloxacin,42.6,ng/g,2015,124
sediment,Guangdong,Guangdong Zhanjiang,9,110.359377,21.270707,Oxytetracycline,32.6,ng/g,2015,124
sediment,Guangdong,Guangdong Zhanjiang,9,110.359377,21.270707,Sulfadiazine,5.1,ng/g,2015,124
sediment,Guangdong,Guangdong Zhanjiang,9,110.359377,21.270707,Sulfamethoxazole,6.63,ng/g,2015,124
sediment,Guangdong,Guangdong Zhanjiang,9,110.359377,21.270707,Tetracycline,149,ng/g,2015,124
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Chloramphenicol,0.4694444444444444,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Chlortetracycline,7.0488888888888885,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Ciprofloxacin,85.99444444444445,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Enrofloxacin,100.32222222222222,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Florfenicol,0.29333333333333333,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Norfloxacin,72.42722222222221,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Ofloxacin,137.34555555555556,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Oxytetracycline,4.520555555555555,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Sulfadiazine,0.5611111111111112,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Sulfadimethoxypyrimidine,0.02666666666666667,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Sulfadimidine,6.667777777777778,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Sulfamethoxazole,0.4799999999999999,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Sulfaquinoxaline,0.0711111111111111,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Lianjiang Gaoqiao town Gaoqiao mangrove national nature reserve,NA,109.76,21.56,Tetracycline,4.378333333333334,ng/g,2012,97
sediment,Guangdong,Guangdong Zhanjiang Mazhang district Zhanjiang Mangrove National Nature Reserve,11,110.314512,21.107642,Ciprofloxacin,36.075,ng/g,2014,89
sediment,Guangdong,Guangdong Zhanjiang Mazhang district Zhanjiang Mangrove National Nature Reserve,11,110.314512,21.107642,Enrofloxacin,4.853571428571429,ng/g,2014,89
sediment,Guangdong,Guangdong Zhanjiang Mazhang district Zhanjiang Mangrove National Nature Reserve,11,110.314512,21.107642,Norfloxacin,26.2,ng/g,2014,89
sediment,Guangdong,Guangdong Zhongshan Triangle town,NA,113.418173,22.67658,Ciprofloxacin,524,ng/g,2008,168
sediment,Guangdong,Guangdong Zhongshan Triangle town,NA,113.418173,22.67658,Erythromycin-H2O,0.97,ng/g,2008,168
sediment,Guangdong,Guangdong Zhongshan Triangle town,NA,113.418173,22.67658,Norfloxacin,103,ng/g,2008,168
sediment,Guangdong,Guangdong Zhongshan Triangle town,NA,113.418173,22.67658,Oxytetracycline,8.61,ng/g,2008,168
sediment,Guangdong,Guangdong Zhongshan Triangle town,NA,113.418173,22.67658,Sulfadimidine,5.92,ng/g,2008,168
sediment,Guangdong,Guangdong Zhongshan Triangle town,NA,113.418173,22.67658,Tetracycline,10.4,ng/g,2008,168
sediment,Guangdong,Guangdong Zhongshan Triangle town,NA,113.418173,22.67658,Trimethoprim,3.1,ng/g,2008,168
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Amoxicillin,3.08,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Ampicillin,3.13,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Cefotaxime,16,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Cephalexin,2.15,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Chloramphenicol,17.6,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Ciprofloxacin,28.4,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Clarithromycin,7.48,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Dehydroerythromycin,19.2,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Erythromycin,6.63,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Flumequine,21.5,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Isochlortetracycline,2.23,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Norfloxacin,91.6,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Ofloxacin,4.82,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Oxytetracycline,20.5,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Penicillin G,4.98,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Roxithromycin,4.18,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Spectinomycin,141,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Streptomycin,68.9,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Sulfadiazine,8.07,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Sulfadimidine,10.8,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Sulfamerazine,27.5,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Sulfamethoxazole,27.8,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Sulfapyridine,14.5,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Sulfathiazole,37,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Tetracycline,26.6,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Thiamphenicol,44.7,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Pearl river Estuary,NA,113.264139,22.282833,Trimethoprim,3.62,ng/g,2016,141
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Cefotaxime,0.3,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Ciprofloxacin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Clarithromycin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Erythromycin-H2O,0.04,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Flumequine,0.03,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Isochlortetracycline,0.02,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Norfloxacin,2.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Ofloxacin,0.4,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Oxytetracycline,1.1,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Roxithromycin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Tetracycline,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district Zhuhai Guishan island,NA,113.815556,22.144444,Trimethoprim,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Cefotaxime,0.3,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Ciprofloxacin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Clarithromycin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Erythromycin-H2O,0.04,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Flumequine,0.03,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Isochlortetracycline,0.02,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Norfloxacin,2.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Ofloxacin,0.4,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Oxytetracycline,1.1,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Roxithromycin,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Tetracycline,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong Zhuhai Xiangzhou district the Zhuhai oyster farming area,NA,113.613889,22.322778,Trimethoprim,0.2,ng/g,2014,43
sediment,Guangdong,Guangdong the East river catchment,7,113.866667,23.116667,Azithromycin,0.3,ng/g,2009,106
sediment,Guangdong,Guangdong the East river catchment,7,113.866667,23.116667,Clarithromycin,0.28,ng/g,2009,106
sediment,Guangdong,Guangdong the East river catchment,7,113.866667,23.116667,Erythromycin-H2O,1.3,ng/g,2009,106
sediment,Guangdong,Guangdong the East river catchment,7,113.866667,23.116667,Roxithromycin,1.9,ng/g,2009,106
sediment,Guangdong,Guangdong the East river catchment,7,113.866667,23.116667,Sulfadimethoxypyrimidine,0.75,ng/g,2009,106
sediment,Guangdong,Guangdong the East river catchment,7,113.866667,23.116667,Trimethoprim,0.35,ng/g,2009,106
sediment,Guangdong,Guangdong the Pearl river Estuary,1,113.6,22.24,Enrofloxacin,1.03,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,1,113.6,22.24,Erythromycin-H2O,2.74,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,1,113.6,22.24,Norfloxacin,7.16,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,1,113.6,22.24,Ofloxacin,3.77,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,1,113.6,22.24,Roxithromycin,13.5,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,1,113.6,22.24,Sulfadimidine,0.9,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,1,113.6,22.24,Tetracycline,1.9,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,8,113.6,22.24,Enrofloxacin,1.24,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,8,113.6,22.24,Erythromycin-H2O,2.65,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,8,113.6,22.24,Norfloxacin,8.08,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,8,113.6,22.24,Ofloxacin,3.5,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,8,113.6,22.24,Roxithromycin,6.1,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,8,113.6,22.24,Sulfadimidine,1.58,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl river Estuary,8,113.6,22.24,Tetracycline,2.64,ng/g,2011,208
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Ciprofloxacin,47.776666666666664,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Erythromycin-H2O,23.596666666666664,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Norfloxacin,161.32500000000002,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Ofloxacin,417.8666666666666,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Oxytetracycline,68.40166666666667,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Roxithromycin,15.875833333333334,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Sulfadiazine,20.17666666666667,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Sulfadimidine,53.3875,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,2,113.233582,23.170895,Tetracycline,24.294166666666666,ng/g,2009,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Ciprofloxacin,35.19285714285715,ng/g,2008,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Erythromycin-H2O,56.40714285714285,ng/g,2008,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Norfloxacin,160.07857142857142,ng/g,2008,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Ofloxacin,234.6428571428571,ng/g,2008,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Oxytetracycline,5.705,ng/g,2008,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Roxithromycin,52.798571428571435,ng/g,2008,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Sulfadiazine,2.497142857142857,ng/g,2008,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Sulfadimidine,35.695,ng/g,2008,8
sediment,Guangdong,Guangdong the Pearl rivers,9,113.233582,23.170895,Tetracycline,2.535,ng/g,2008,8
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Ciprofloxacin,242.9,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Erythromycin,159.15,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Lomefloxacin,62.95,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Norfloxacin,162.75,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Ofloxacin,90.35,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Oxytetracycline,35.900000000000006,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Roxithromycin,353.8,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Sulfacetamide,63.7,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Sulfadiazine,26.450000000000003,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Sulfadimidine,302.95000000000005,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Sulfamethoxazole,163.75,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Sulfapyridine,76.9,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Tetracycline,21.35,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z1",NA,NA,NA,Trimethoprim,144.3,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Ciprofloxacin,14.1,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Erythromycin,42.8,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Lomefloxacin,25.4,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Norfloxacin,8.350000000000001,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Ofloxacin,32.65,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Oxytetracycline,50.65,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Roxithromycin,86.95,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Sulfacetamide,17.55,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Sulfadiazine,15.6,ng/g dw,2016,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Sulfadimidine,60.900000000000006,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Sulfamethoxazole,29.4,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Sulfapyridine,28,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Tetracycline,23.5,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z10",NA,NA,NA,Trimethoprim,31.950000000000003,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Ciprofloxacin,10.3,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Erythromycin,86.4,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Lomefloxacin,23,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Norfloxacin,6.300000000000001,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Ofloxacin,36.8,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Oxytetracycline,56.150000000000006,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Roxithromycin,142.55,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Sulfacetamide,20,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Sulfadiazine,18.15,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Sulfadimidine,50.2,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Sulfamethoxazole,28.25,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Sulfapyridine,25.7,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Tetracycline,24.9,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z11",NA,NA,NA,Trimethoprim,25.6,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z2",NA,NA,NA,Ciprofloxacin,143.35,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z2",NA,NA,NA,Erythromycin,142.3,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z2",NA,NA,NA,Lomefloxacin,66.94999999999999,ng/g dw,2015,N43
sediment,Guangdong,"Pearl river, site Z2",NA,NA,NA,Norfloxacin,139.25,ng/g dw,2015,N43
