sample_type,matrix,province,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
sediment,sediment,Guangdong,2018,Oxytetracycline,Tetracyclines,121.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Oxytetracycline,Tetracyclines,160.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,24.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,42,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,51,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,84.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,115.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,119.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,131.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,153.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,154.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,184.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,190.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,225.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,249.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,263.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,265.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,339,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,368.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Roxithromycin,Macrolides,438.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,13.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,14.1,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,15.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,16.1,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,16.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,18.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,20,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,20.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,22.1,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,35.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,36.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,44,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,46.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,48.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,58.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,61.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,65.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfacetamide,Sulfonamides,82,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,7.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,14.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,15.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,16.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,17.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,17.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,18.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,18.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,20.1,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,20.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,24.1,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,31.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,37.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,38.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,44.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,45.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,56.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadiazine,Sulfonamides,57,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,43,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,46.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,47.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,48.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,49.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,52.1,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,68.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,76.1,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,81.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,84.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,160.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,194.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,197,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,198.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,223.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,246.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,293.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfadimidine,Sulfonamides,312.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,18.1,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,18.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,23.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,26.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,32.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,32.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,36.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,37.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,50.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,52.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,56.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,60,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,66.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,85.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,156.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,161.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,165.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfamethoxazole,Sulfonamides,191,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,16,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,17.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,18.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,22.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,25.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,25.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,31.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,33.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,36,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,40.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,41.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,68.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,70.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,76.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,83.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,86.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,95.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Sulfapyridine,Sulfonamides,164.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,18.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,19.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,20.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,23.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,27.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,29.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,34.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,35.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,35.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,36.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,40.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,43.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,52.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,53,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,53.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,56.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,59.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Tetracycline,Tetracyclines,64.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,10.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,13,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,38.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,39.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,41.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,43.2,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,46.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,59.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,64.7,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,68.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,93.5,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,108.8,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,110.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,132.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,156.3,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,160.4,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,170.9,NA,ng/g dw,N43
sediment,sediment,Guangdong,2018,Trimethoprim,Diaminopyrimidines,203.6,NA,ng/g dw,N43
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,0.69,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,1.235,NA,ng/g,169
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,1.96,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,2.53,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,2.87,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,3.33,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,3.43,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,3.45,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,3.62,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,4.14,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,4.66,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,4.95,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,5.01,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,15.6,NA,ng/g,31
sediment,sediment,Guangdong,NA,Chlortetracycline,Tetracyclines,20.2,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,4.0725,NA,ng/g,169
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,10.1,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,12.1,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,13.8,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,29.1,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,29.7,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,34.2,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,55.5,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,57.6,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,68.1,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,69.7,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,74.4,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,86.5,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,86.7,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ciprofloxacin,Fluoroquinolones,98.4,NA,ng/g,31
sediment,sediment,Guangdong,NA,Doxycycline,Tetracyclines,13.6325,NA,ng/g,169
sediment,sediment,Guangdong,NA,Enrofloxacin,Fluoroquinolones,366.75,NA,ng/g,169
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,0.11,0.96,ng/g,37
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,0.8625,NA,ng/g,169
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,16,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,27.5,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,58.5,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,79.5,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,105,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,112,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,119,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,143,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,178,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,208,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,255,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,261,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,316.76,NA,ng/g,31
sediment,sediment,Guangdong,NA,Norfloxacin,Fluoroquinolones,413,NA,ng/g,31
sediment,sediment,Guangdong,NA,Ofloxacin,Fluoroquinolones,0.96,3.32,ng/g,37
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,1.34,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,1.49395,NA,ng/g,169
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,5.79,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,9.420000000000002,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,16.4,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,18.6,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,20.4,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,21.5,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,22.3,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,41.6,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,42.6,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,194,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,248,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,287,NA,ng/g,31
sediment,sediment,Guangdong,NA,Oxytetracycline,Tetracyclines,407,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,0.6,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,0.8199999999999998,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,1.21,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,1.42,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,1.97,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,2.19,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,2.86,7.96,ng/g,37
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,3.18,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,3.29,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,3.61,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,8.05,NA,ng/g,31
sediment,sediment,Guangdong,NA,Roxithromycin,Macrolides,13.3,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadiazine,Sulfonamides,139.168,571.956,ng/g,37
sediment,sediment,Guangdong,NA,Sulfadiazine,Sulfonamides,437.28,571.96,ng/g,37
sediment,sediment,Guangdong,NA,Sulfadimethoxine,Sulfonamides,0.02,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimethoxine,Sulfonamides,0.04,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimethoxine,Sulfonamides,0.14,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimethoxine,Sulfonamides,0.28,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.16,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.31,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.39,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.48,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.51,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.59,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.72,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.75,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.77,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.8299999999999998,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,0.87,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,1.58,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,1.76,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,1.86,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,3.81,5.97,ng/g,37
sediment,sediment,Guangdong,NA,Sulfadimidine,Sulfonamides,3.905,NA,ng/g,169
sediment,sediment,Guangdong,NA,Sulfamethoxazole,Sulfonamides,1.63125,NA,ng/g,169
sediment,sediment,Guangdong,NA,Sulfamethoxydiazine,Sulfonamides,1.2175,NA,ng/g,169
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.08,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.12,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.13,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.17,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.22,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.28,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.42,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.43,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.44,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.61,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.71,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.81,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,0.8199999999999998,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfapyridine,Sulfonamides,1.02,NA,ng/g,31
sediment,sediment,Guangdong,NA,Sulfathiazole,Sulfonamides,397.168,2089.016,ng/g,37
sediment,sediment,Guangdong,NA,Sulfathiazole,Sulfonamides,1351.39,2089.02,ng/g,37
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,2.13,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,4.06,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,4.24,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,4.77,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,5.66,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,6.14,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,7.38,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,7.53,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,12.3,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,18.9,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,35.4,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,47,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,68.2,NA,ng/g,31
sediment,sediment,Guangdong,NA,Tetracycline,Tetracyclines,106,NA,ng/g,31
sediment,sediment,Guangxi,2010,Chlortetracycline,Tetracyclines,315,NA,ng/g,200
sediment,sediment,Guangxi,2010,Chlortetracycline,Tetracyclines,1010,NA,ng/g,200
sediment,sediment,Guangxi,2010,Ciprofloxacin,Fluoroquinolones,8.72,NA,ng/g,200
sediment,sediment,Guangxi,2010,Ciprofloxacin,Fluoroquinolones,20.5,NA,ng/g,200
sediment,sediment,Guangxi,2010,Doxycycline,Tetracyclines,35.8,NA,ng/g,200
sediment,sediment,Guangxi,2010,Doxycycline,Tetracyclines,444,NA,ng/g,200
