sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
municipal sludge,Heilongjiang,"Harbin, Heilongjiang Province, China",Penicillin,beta-lactams,1093.6,1114.36,mg/kg,2016,NA,"Yang, L., Zhang, S., Chen, Z., Wen, Q., Wang, Y., 2016. Maturity and security assessment of pilot-scale aerobic co-composting of penicillin fermentation dregs (PFDs) with sewage sludge. Bioresource Technology 204, 185–191. https://doi.org/10.1016/j.biortech.2016.01.004",Wu_2025.csv row 72; sample=Mixed residue,N375,Wu_2025.csv,https://doi.org/10.1016/j.biortech.2016.01.004
municipal sludge,Heilongjiang,"Harbin, Heilongjiang Province, China",Penicillin,beta-lactams,4.6,5.09,mg/kg,2016,NA,"Yang, L., Zhang, S., Chen, Z., Wen, Q., Wang, Y., 2016. Maturity and security assessment of pilot-scale aerobic co-composting of penicillin fermentation dregs (PFDs) with sewage sludge. Bioresource Technology 204, 185–191. https://doi.org/10.1016/j.biortech.2016.01.004",Wu_2025.csv row 73; sample=Composting product,N375,Wu_2025.csv,https://doi.org/10.1016/j.biortech.2016.01.004
municipal sludge,Heilongjiang,"Harbin, Heilongjiang Province, China",Penicillin,beta-lactams,1083.4,1101.6,mg/kg,2015,NA,"Chen, Z., Zhang, S., Wen, Q., Zheng, J., 2015. Effect of aeration rate on composting of penicillin mycelial dreg. Journal of Environmental Sciences 37, 172–178. https://doi.org/10.1016/j.jes.2015.03.020",Wu_2025.csv row 74; sample=Mixed residue,N144,Wu_2025.csv,https://doi.org/10.1016/j.jes.2015.03.020
municipal sludge,Heilongjiang,"Harbin, Heilongjiang Province, China",Penicillin,beta-lactams,10.95,15.5,mg/kg,2015,NA,"Chen, Z., Zhang, S., Wen, Q., Zheng, J., 2015. Effect of aeration rate on composting of penicillin mycelial dreg. Journal of Environmental Sciences 37, 172–178. https://doi.org/10.1016/j.jes.2015.03.020",Wu_2025.csv row 75; sample=Composting product,N144,Wu_2025.csv,https://doi.org/10.1016/j.jes.2015.03.020
municipal sludge,Heilongjiang,"Heilongjiang Province, China",Kanamycin,macrolides,10000,10000,mg/kg,2023,NA,"Hui, X., Wang, Y., Zhang, H., Fang, W., Liu, H., Dai, X., 2023. Overlooked abiotic humification for kanamycin removal in kanamycin fermentation waste by tea polyphenols: New, environmentally friendly and specific. Chemical Engineering Journal 478, 147377. https://doi.org/10.1016/j.cej.2023.147377",Wu_2025.csv row 76; sample=Raw residue,N206,Wu_2025.csv,https://doi.org/10.1016/j.cej.2023.147377
municipal sludge,Heilongjiang,"Heilongjiang Province, China",Kanamycin,macrolides,100,100,mg/kg,2023,NA,"Hui, X., Wang, Y., Zhang, H., Fang, W., Liu, H., Dai, X., 2023. Overlooked abiotic humification for kanamycin removal in kanamycin fermentation waste by tea polyphenols: New, environmentally friendly and specific. Chemical Engineering Journal 478, 147377. https://doi.org/10.1016/j.cej.2023.147377",Wu_2025.csv row 77; sample=Treated residue,N206,Wu_2025.csv,https://doi.org/10.1016/j.cej.2023.147377
municipal sludge,Heilongjiang,"Heilongjiang Province, China",Gentamicin,other,2.19,2.44,mg/kg,2024,NA,"Chen, G., Zhou, T., Song, Y., Yan, B., Mu, L., Tao, J., Pei, L., 2024. Alkaline hydrothermal treatment of gentamycin mycelial residues: characteristics of disintegration, solid-state fermentation, and antibiotic resistance genes reduction. Biomass Conv. Bioref. https://doi.org/10.1007/s13399-024-05568-4",Wu_2025.csv row 78; sample=Raw residue,N108,Wu_2025.csv,https://doi.org/10.1007/s13399-024-05568-4
municipal sludge,Beijing,"Beijing, China",Neomycin,macrolides,7500,7500,mg/kg,2022,NA,"Zhou, J., Ping, R., Wu, H., Liu, H., Wang, X., Ren, A., Tian, S., Ma, Y., 2022. Recycling of neomycin fermentation residue using SEA-CBS technology: Growth performance and antibiotic resistance genes. Science of The Total Environment 807, 150860. https://doi.org/10.1016/j.scitotenv.2021.150860",Wu_2025.csv row 80; sample=Raw residue,N432,Wu_2025.csv,https://doi.org/10.1016/j.scitotenv.2021.150860
municipal sludge,Henan,"Xinxiang, Henan Province, China",Lincomysin,macrolides,3180,3180,mg/kg,2018,NA,"Ren, S., Guo, Xiali, Lu, A., Guo, Xiaoying, Wang, Y., Sun, G., Guo, W., Ren, C., Wang, L., 2018. Effects of co-composting of lincomycin mycelia dregs with furfural slag on lincomycin degradation, maturity and microbial communities. Bioresour. Technol. 265, 155–162. https://doi.org/10.1016/j.biortech.2018.05.087",Wu_2025.csv row 83; sample=Mixed residue,N303,Wu_2025.csv,https://doi.org/10.1016/j.biortech.2018.05.087
municipal sludge,Henan,"Xinxiang, Henan Province, China",Lincomysin,macrolides,0.5,0.5,mg/kg,2018,NA,"Ren, S., Guo, Xiali, Lu, A., Guo, Xiaoying, Wang, Y., Sun, G., Guo, W., Ren, C., Wang, L., 2018. Effects of co-composting of lincomycin mycelia dregs with furfural slag on lincomycin degradation, maturity and microbial communities. Bioresour. Technol. 265, 155–162. https://doi.org/10.1016/j.biortech.2018.05.087",Wu_2025.csv row 84; sample=Composting product,N303,Wu_2025.csv,https://doi.org/10.1016/j.biortech.2018.05.087
municipal sludge,Henan,"Henan Province, China",Lincomysin,macrolides,350,350,mg/kg,2023,NA,"Wang, C., Wang, Y., Yan, S., Li, Y., Zhang, P., Ren, P., Wang, M., Kuang, S., 2023. Biochar-amended composting of lincomycin fermentation dregs promoted microbial metabolism and reduced antibiotic resistance genes. Bioresour. Technol. 367, 128253. https://doi.org/10.1016/j.biortech.2022.128253",Wu_2025.csv row 87; sample=Mixed residue,N324,Wu_2025.csv,https://doi.org/10.1016/j.biortech.2022.128253
municipal sludge,Henan,"Henan Province, China",Lincomysin,macrolides,25,25,mg/kg,2023,NA,"Wang, C., Wang, Y., Yan, S., Li, Y., Zhang, P., Ren, P., Wang, M., Kuang, S., 2023. Biochar-amended composting of lincomycin fermentation dregs promoted microbial metabolism and reduced antibiotic resistance genes. Bioresour. Technol. 367, 128253. https://doi.org/10.1016/j.biortech.2022.128253",Wu_2025.csv row 88; sample=Composting product,N324,Wu_2025.csv,https://doi.org/10.1016/j.biortech.2022.128253
municipal sludge,Fujian,"Fuzhou, Fujian Province, China",Vancomycin,other,632.2,713.6,mg/kg,2023,NA,"Zhang, M., Chen, Q., Zhang, R., Zhang, Y., Wang, F., He, M., Guo, X., Yang, J., Zhang, X., Mu, J., 2023. Pyrolysis of Ca/Fe-rich antibiotic fermentation residues into biochars for efficient phosphate removal/recovery from wastewater: Turning hazardous waste to phosphorous fertilizer. Science of The Total Environment 869, 161732. https://doi.org/10.1016/j.scitotenv.2023.161732",Wu_2025.csv row 89; sample=Raw residue,N396,Wu_2025.csv,https://doi.org/10.1016/j.scitotenv.2023.161732
municipal wastewater influent,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,404,404,mg/L,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 96; sample=Raw wastewater,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal wastewater influent,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,22.5,22.5,mg/L,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 97; sample=Influent,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal wastewater effluent,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,1.1,1.1,mg/L,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 98; sample=Pretreated effluent,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal wastewater effluent,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,3,3,mg/L,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 99; sample=Secondary effluent,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal sludge,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,275,275,mg/kg,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 100; sample=Anaerobic sludge,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal sludge,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,114.7,114.7,mg/kg,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 101; sample=Anaerobic sludge,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal sludge,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,38.8,38.8,mg/kg,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 102; sample=Excess sludge,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal sludge,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,1.5,1.5,mg/kg,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 103; sample=Aerobic sludge,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal wastewater influent,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,248.65,336.4,mg/L,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 104; sample=Raw wastewater,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal wastewater influent,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,27.6,43.8,mg/L,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 105; sample=Influent,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal wastewater effluent,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,1.625,2.8,mg/L,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 106; sample=Pretreated effluent,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal wastewater effluent,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,0.265,0.43,mg/L,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 107; sample=Secondary effluent,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal sludge,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,249.5,249.5,mg/kg,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 108; sample=Anaerobic sludge,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal sludge,Xinjiang,"Xinjiang Uygur Autonomous Region, China",Erythromycin,macrolides,4.9,4.9,mg/kg,2023,NA,"Tang, L., Feng, H., Luan, X., Han, Z., Yang, M., Zhang, Y., 2023. Occurrence, distribution, and behaviors of erythromycin A, production byproducts, transformation products, and resistance genes in a full-scale erythromycin A production wastewater treatment system. Water Research 245, 120640. https://doi.org/10.1016/j.watres.2023.120640",Wu_2025.csv row 109; sample=Anaerobic sludge,N314,Wu_2025.csv,https://doi.org/10.1016/j.watres.2023.120640
municipal wastewater effluent,Jiangsu,"Wuxi, Jiangsu Province, China",Spiramycin,macrolides,1.88,1.91,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 113; sample=Pretreated effluent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
municipal wastewater effluent,Jiangsu,"Wuxi, Jiangsu Province, China",Spiramycin,macrolides,0.805,0.84,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 114; sample=Aerobic reactor effluent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
municipal wastewater effluent,Jiangsu,"Wuxi, Jiangsu Province, China",Spiramycin,macrolides,0.35,0.39,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 115; sample=Secondary effluent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
municipal wastewater effluent,Jiangsu,"Wuxi, Jiangsu Province, China",Spiramycin,macrolides,11.01,11.09,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 116; sample=Pretreated effluent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
municipal wastewater effluent,Jiangsu,"Wuxi, Jiangsu Province, China",Spiramycin,macrolides,1.54,1.54,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 117; sample=Aerobic reactor effluent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
municipal wastewater effluent,Jiangsu,"Wuxi, Jiangsu Province, China",Spiramycin,macrolides,0.71,0.71,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 118; sample=Secondary effluent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
municipal wastewater influent,Hebei,"Hebei Province, China",Oxytetracycline,tetracyclines,10.015,12.23,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 119; sample=Influent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
municipal wastewater influent,Hebei,"Hebei Province, China",Oxytetracycline,tetracyclines,8.43,8.43,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 120; sample=Influent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
municipal wastewater effluent,Hebei,"Hebei Province, China",Oxytetracycline,tetracyclines,1.325,2.03,mg/L,2015,NA,"Zhang, H., Zhang, Y., Yang, M., Liu, M., 2015. Evaluation of residual antibacterial potency in antibiotic production wastewater using a real-time quantitative method. Environ. Sci.: Processes Impacts 17, 1923–1929. https://doi.org/10.1039/C5EM00228A",Wu_2025.csv row 121; sample=Secondary effluent,N389,Wu_2025.csv,https://doi.org/10.1039/C5EM00228A
